"","coral_id","Intercept","umol.L.sec","Temp.C"
"1","0",1537.93248835449,0.0100299984303773,28.282265625
"2","1",48.8279650481535,-0.000292330414416322,28.4293676470588
"3","41",81.341154808913,-0.00167490996243034,28.6176323529412
"4","42",46.2750345026469,-0.00161708518238419,28.5192352941176
"5","43",1468.84445889276,-0.0217173552935823,28.368859375
"6","44",81.0909942096978,-0.00344850527629337,28.346265625
"7","45",83.4195147289693,-0.00251714378079342,28.4724264705882
"8","46",79.5335956216005,-0.0030340155283426,28.451640625
"9","47",81.3171184504763,-0.00139464329664917,28.40053125
"10","48",81.5048931288886,-0.00197983116146766,28.203640625
"11","49",83.8420015890668,-0.00185790861139703,28.4443382352941
"12","50",82.4677056580554,-0.00238487624243359,28.548
"13","51",84.7533874908026,-0.0030585607769074,28.328375
"14","52",82.8159947343116,-0.00279117807383457,28.342203125
"15","53",83.8006936816568,-0.00295657677296863,28.4061470588235
"16","54",1472.80631303488,-0.0172808415611062,28.383546875
"17","55",82.0692476404997,-0.00215185531196856,28.3504411764706
"18","56",82.4160897829074,-0.00322195472756058,28.5115147058824
"19","57",47.1901074285388,-0.0011105172944619,28.5549264705882
"20","58",85.0289992381511,-0.00232232916157174,28.17915625
